,Symbol,Company Name,CMP
1817,CURATECH.NS,Cura Technologies Limited,1.600000024
1818,DIGJAMLTD.NS,Digjam Limited,145.6459961
1819,DOLPHINOFF.NS,Dolphin Offshore Enterprises (India) Limited,3.799999952
1820,DQE.NS,DQ Entertainment (International) Limited,0.899999976
1821,DSKULKARNI.NS,DS Kulkarni Developers Limited,13.55000019
1822,EASTSUGIND.NS,Eastern Sug & Inds Limited,
1823,EON.NS,Eon Electric Limited,6.400000095
1824,ESSDEE.NS,Ess Dee Aluminium Limited,1.950000048
1825,EUROMULTI.NS,Euro Multivision Limited,1.049999952
1826,FEDDERELEC.NS,Fedders Electric and Engineering Limited,
1827,GAMMONIND.NS,Gammon India Limited,
1828,GANGOTRI.NS,Gangotri Textiles Limited,0.800000012
1829,GITANJALI.NS,Gitanjali Gems Limited,1.049999952
1830,GUJNRECOKE.NS,Gujarat NRE Coke Limited,0.899999976
1831,GVKPIL.NS,GVK Power & Infrastructure Limited,1.899999976
1832,HIGHGROUND.NS,High Ground Enterprise Limited,0.300000012
1833,HINDSYNTEX.NS,Hind Syntex Limited,1.450000048
1834,ICDSLTD.NS,ICDS Limited,
1835,ICSA.NS,ICSA (India) Limited,0.200000003
1836,INDSWFTLTD.NS,Ind-Swift Limited,4.800000191
1837,INTEGRA.NS,Integra Garments and Textiles Limited,4.099999905
1838,IVRCLINFRA.NS,IVRCL Limited,
1839,JAIHINDPRO.NS,Jaihind Projects Limited,2.400000095
1840,JINDCOT.NS,Jindal Cotex Limited,2.099999905
1841,JPOLYINVST.NS,Jindal Poly Investment and Finance Company Limited,35.45000076
1842,JVLAGRO.NS,JVL Agro Industries Limited,0.649999976
1843,KAVVERITEL.NS,Kavveri Telecom Products Limited,1.799999952
1844,KHAITANLTD.NS,Khaitan (India) Limited,17.20000076
1845,KOHINOOR.NS,Kohinoor Foods Limited,7.400000095
1846,KSERASERA.NS,KSS Limited,0.200000003
1847,KSK.NS,KSK Energy Ventures Limited,0.550000012
1848,KWALITY.NS,kwality limited,2.200000048
1849,LAKSHMIEFL.NS,Lakshmi Energy and Foods Limited,
1850,LEEL.NS,LEEL Electricals Limited,2.5
1851,MAFATLAFIN.NS,Mafatlal Finance Limited,
1852,MANPASAND.NS,Manpasand Beverages Limited,5.849999905
1853,METKORE.NS,Metkore Alloys & Industries Limited,0.649999976
1854,MODTHREAD.NS,Modern Thread Limited,
1855,MVL.NS,MVL Limited,0.050000001
1856,NAKODA.NS,Nakoda Limited,0.100000001
1857,NOESISIND.NS,Noesis Industries Limited,
1858,NUTEK.NS,Nu Tek India Limited,0.349999994
1859,OISL.NS,OCL Iron and Steel Limited,2.099999905
1860,PARABDRUGS.NS,Parabolic Drugs Limited,5.5
1861,PARASPETRO.NS,Paras Petrofils Limited,0.100000001
1862,PBAINFRA.NS,PBA Infrastructure Limited,8.600000381
1863,PDPL.NS,Parenteral Drugs (India) Limited,4.650000095
1864,PETRONENGG.NS,Petron Engineering Construction Limited,
1865,PINCON.NS,Pincon Spirit Limited,
1866,PRADIP.NS,Pradip Overseas Limited,1.100000024
1867,PRATIBHA.NS,Pratibha Industries Limited,
1868,PROSEED.NS,Proseed India Limited,
1869,PRUDMOULI.NS,Prudential Sugar Corporation Limited,
1870,PSL.NS,PSL Limited,0.449999988
1871,PVP.NS,PVP Ventures Limited,1.700000048
1872,QUINTEGRA.NS,Quintegra Solutions Limited,1
1873,RAINBOWPAP.NS,Rainbow Papers Limited,0.150000006
1874,RAJVIR.NS,Rajvir Industries Limited,8.100000381
1875,REGENCERAM.NS,Regency Ceramics Limited,1.350000024
1876,RMMIL.NS,Resurgere Mines & Minerals Limited,0.400000006
1877,RUSHABEAR.NS,Rushabh Precision Bearings Limited,
1878,SABTN.NS,Sri Adhikari Brothers Television Network Limited,1.799999952
1879,SATHAISPAT.NS,Sathavahana Ispat Limited,3.349999905
1880,SBIHOMEFIN.NS,SBI Home Finance Limited,
1881,SELMCL.NS,SEL Manufacturing Company Limited,1350
1882,SHARONBIO.NS,Sharon Bio-Medicine Limited,33
1883,SHIRPUR-G.NS,Shirpur Gold Refinery Limited,6
1884,SHLAKSHMI.NS,Shri Lakshmi Cotsyn Limited,3.25
1885,SHYAMTEL.NS,Shyam Telecom Limited,12.10000038
1886,SIMPLEX.NS,Simplex Projects Limited,
1887,SITASHREE.NS,Sita Shree Food Products Limited,0.300000012
1888,SMPL.NS,Splendid Metal Products Limited,0.300000012
1889,SPCENET.NS,Spacenet Enterprises India Limited,1.850000024
1890,SRSLTD.NS,SRS Limited,0.150000006
1891,STAMPEDE.NS,Stampede Capital Limited,0.699999988
1892,STERLINBIO.NS,Sterling Biotech Limited,
1893,STINDIA.NS,STI India Limited,2.950000048
1894,SUJANAUNI.NS,Sujana Universal Industries Limited,0.300000012
1895,SUPREMEINF.NS,Supreme Infrastructure India Limited,16.70000076
1896,TALWALKARS.NS,Talwalkars Better Value Fitness Limited,1.450000048
1897,TALWGYM.NS,Talwalkars Healthclubs Limited,1.049999952
1898,TARAPUR.NS,Tarapur Transformers Limited,5.5
1899,TECHNOFAB.NS,Technofab Engineering Limited,5.349999905
1900,TECILCHEM.NS,TECIL Chemicals and Hydro Power Limited,
1901,TULSI.NS,Tulsi Extrusions Limited,
1902,UNIPLY.NS,Uniply Industries Limited,4
1903,VALECHAENG.NS,Valecha Engineering Limited,19.20000076
1904,VALUEIND.NS,Value Industries Limited,
1905,VIMALOIL.NS,Vimal Oil & Foods Limited,3.150000095
1906,VISESHINFO.NS,Visesh Infotecnics Limited,0.150000006
1907,VISUINTL.NS,Visu International Limited,0.050000001
1908,WINSOME.NS,Winsome Yarns Limited,0.150000006
1909,XLENERGY.NS,XL Energy Limited,0.25
1910,ZICOM.NS,Zicom Electronic Security Systems Limited,1.25
1911,SIIL.NS,Supreme (India) Impex Limited,
1912,OPAL.NS,Opal Luxury Time Products Limited,
1913,FIVECORE.NS,Five Core Electronics Limited,
1914,PUSHPREALM.NS,Pushpanjali Realms and Infratech Limited,
1915,CKPLEISURE.NS,CKP Leisure Limited,
1916,CKPPRODUCT.NS,CKP Products Limited,
1917,FOURTHDIM.NS,Fourth Dimension Solutions Limited,
1918,ARTEDZ.NS,Artedz Fabs Limited,
1919,BANSAL.NS,Bansal Multiflex Limited,
